,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,original_tags
RIL182_03103,5078.294,3274.001,1636,4523,4309,2477,3434,3168,4476,"fig|536231.75.peg.3260|RIL182_03103   Serine acetyltransferase (EC 2.3.1.30)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03104,2340.936,2236.651,1004.462,2882.188,2281.793,1785.42,1688.701,2402.657,3914.489,"fig|536231.75.peg.3261|RIL182_03104   Sensory box/GGDEF family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03105,4221.064,5150.168,2807.538,4001.812,3699.207,2435.58,1487.299,1895.343,3767.511,"fig|536231.75.peg.3262|RIL182_03105   Sensory box/GGDEF family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03106,10581.73,11054.031,4115,12270,24580.093,3721,1703,2133,3104,"fig|536231.75.peg.3263|RIL182_03106   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03108,965,834,328,970,860,421,1744,1648.202,2132.315,"fig|536231.75.peg.3265|RIL182_03108   2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03109,4678.268,3947,2106,3356,3833,2795,4601,4864,7250,"fig|536231.75.peg.3266|RIL182_03109   Metallo-beta-lactamase superfamily   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03112,15485.219,11405.362,6808,12571,9030,7790,11724,10692,16046,"fig|536231.75.peg.3267|RIL182_03112   5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03113,4608,3110,2104,4220,3336,3141,4839,3788,6224,"fig|536231.75.peg.3268|RIL182_03113   tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03114,35035.311,33584.967,17094,70914.812,51398.281,51888.246,44508,33947,58648.757,"fig|536231.75.peg.3269|RIL182_03114   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03115,3380,2562.186,2085,3686,3045,3014,2178,2127,3930,"fig|536231.75.peg.3270|RIL182_03115   Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03116,2743.624,2052,1595,3352,3185,3112,2991,3008,4232,"fig|536231.75.peg.3271|RIL182_03116   Imidazole glycerol phosphate synthase cyclase subunit   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03117,1468,1317,855,1819,1764,1824,990,1072,1836,"fig|536231.75.peg.3272|RIL182_03117   Imidazole glycerol phosphate synthase amidotransferase subunit HisH   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03118,8581,6814,3445,10442,8812,9473,6051,5994,9441.207,"fig|536231.75.peg.3273|RIL182_03118   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03119,29233.183,26072.961,12745,37531.176,27845.659,23467,9715,10985,20700,"fig|536231.75.peg.3274|RIL182_03119   Chemotaxis protein CheV (EC 2.7.3.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03121,5416.381,4070,1967,7329,5804,4066,4808,4176,7947,"fig|536231.75.peg.3275|RIL182_03121   FIG01020192: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03122,3481.109,2488,1407,8599,3921,7310.255,6326,6756,9289,"fig|536231.75.peg.3276|RIL182_03122   Two-component system sensor histidine kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03123,537,438,135,1421,705,1326,862,970,1704,"fig|536231.75.peg.3277|RIL182_03123   Two-component transcriptional response regulator, OmpR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03124,107,118,52,155,97,65,51,24,49,"fig|536231.75.peg.3278|RIL182_03124   FIG01020252: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3279   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3279   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03125,3993,2501,2031,7993,3871,5795.07,12382,11702,18886,"fig|536231.75.peg.3280|RIL182_03125   alpha-galactosidase (EC 3.2.1.22)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03126,1585,1171,643,2026,1575,1321,2812,2911,4666,"fig|536231.75.peg.3281|RIL182_03126   Putative glycosyl hydrolase of unknown function (DUF1680)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03127,1630,958,656,2910,1697,1604,6443,5279,7986,"fig|536231.75.peg.3282|RIL182_03127   beta-glucuronidase (EC 3.2.1.31)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03128,453,270,124,599,398,287,1065,1142,1882,"fig|536231.75.peg.3283|RIL182_03128   putative endo-1,4-beta-xylanase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03129,1369.029,917,607,1936,1248,1126,4280,3595,5052,"fig|536231.75.peg.3284|RIL182_03129   Beta-galactosidase 3   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03130,1819.11,1267,805,2393,944,1068,5326,4703,5607,"fig|536231.75.peg.3285|RIL182_03130   ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03131,786.815,545.998,347.431,988.008,359.702,344.135,2216.071,1547.547,1986.568,"fig|536231.75.peg.3286|RIL182_03131   N-acetyl-D-glucosamine ABC transporter, permease protein 2   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03132,361.185,237.002,134.569,334.992,162.298,84.865,411.929,324.453,295.432,"fig|536231.75.peg.3287|RIL182_03132   N-acetyl-D-glucosamine ABC transporter, permease protein 1   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03135,1872.128,3577,2437,784,555,254,424,472,509,"fig|536231.75.peg.3290|RIL182_03135   N-acetyl-D-glucosamine ABC transporter, permease protein 1   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03136,2716,2101,1340,4855,2751,1993,9615,7149,11188,"fig|536231.75.peg.3291|RIL182_03136   Transcriptional regulator, LacI family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03137,193,142,102,288,166,197,368,540,540,"fig|536231.75.peg.3292|RIL182_03137   Na+-driven multidrug efflux pump   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03138,707,582,242,925,505,542,1275,1180,1746,"fig|536231.75.peg.3293|RIL182_03138   beta-galactosidase (EC 3.2.1.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03139,1051,955,653,639,795,618,1185,951,2085,"fig|536231.75.peg.3294|RIL182_03139   Helix-turn-helix, AraC type:Response regulator receiver   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03140,1712,1332,650,1619,1275,887,3881,3021,5154,"fig|536231.75.peg.3295|RIL182_03140   Unsaturated glucuronyl hydrolase (EC 3.2.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03141,2946,2106,960,2475,2032,1438,7517,6778,10486,"fig|536231.75.peg.3296|RIL182_03141   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03142,23379.913,14077,9301,23492.147,15269,19353.61,29298,26456,40307,"fig|536231.75.peg.3297|RIL182_03142   Aspartyl-tRNA synthetase (EC 6.1.1.12)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03143,23890.013,24470,12703,7922,7512,9389,6040,5796,9650,"fig|536231.75.peg.3298|RIL182_03143   Histidyl-tRNA synthetase (EC 6.1.1.21)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03145,8,0,1,0,0,0,0,0,0,"fig|536231.75.peg.3300|RIL182_03145   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03146,649,604,429,389,472,298,303,159,344,"fig|536231.75.peg.3301|RIL182_03146   Transcriptional regulator of various polyols utilization, AraC family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03147,1921.111,1779,1106,1132,1768,1038,714,410,791,"fig|536231.75.peg.3302|RIL182_03147   Xyloside transporter XynT   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03148,6562.538,6006,3644,2937,6367.029,1285,1465,1536,2018,"fig|536231.75.peg.3303|RIL182_03148   beta-galactosidase (EC 3.2.1.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03149,931,1076,545,723,572,418,193,402,514,"fig|536231.75.peg.3304|RIL182_03149   Arabinose operon regulatory protein AraC   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03150,867.016,1172,505,771,654,728,1026,858,959,"fig|536231.75.peg.3305|RIL182_03150   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03151,34,67,2,14,30,27,0,0,0,"fig|536231.75.peg.3306|RIL182_03151   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03152,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3307|RIL182_03152   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03153,3686.228,2979,1544,4622,3581,2902,3777,4038,6820,"fig|536231.75.peg.3308|RIL182_03153   Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03154,4029.155,3080,2163,3231,3143,2427,5837,6046,9688,"fig|536231.75.peg.3309|RIL182_03154   MBL-fold metallo-hydrolase superfamily   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03155,23898.343,15024.038,9119,40245.205,24714.201,22922,28734,25931,43679,"fig|536231.75.peg.3310|RIL182_03155   Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03156,805,796,795,603,855,474,574,727,1093,"fig|536231.75.peg.3311|RIL182_03156   Acetyltransferase, GNAT family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03157,13779.242,11850,5444,17123,14743,12136,14964,15105,23141.592,"fig|536231.75.peg.3312|RIL182_03157   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03158,6751,4074,2511,8235.512,6334.002,5372,10375,10015,15007,"fig|536231.75.peg.3313|RIL182_03158   Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03159,11103.337,7858,5624,8734.934,8741,8558,10328,11033,17130,"fig|536231.75.peg.3314|RIL182_03159   Dihydroorotate dehydrogenase (NAD(+)), electron transfer subunit (EC 1.3.1.14)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03160,4543,3406,1682,6259,4657,4062.136,5577,5595,9586,"fig|536231.75.peg.3315|RIL182_03160   Dihydroorotase (EC 3.5.2.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03161,7360.2,4759,2345,7674,6382,4479,6621,5902,10093,"fig|536231.75.peg.3316|RIL182_03161   Ribosome LSU-associated GTP-binding protein HflX   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03162,6011.717,4127.397,2100,6899.574,6021,3368.005,3910,4467,5798,"fig|536231.75.peg.3317|RIL182_03162   TPR domain protein, putative component of TonB system   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03163,1187,1286,353,576,1006,431,126,66,289,"fig|536231.75.peg.3318|RIL182_03163   Acetyltransferase, GNAT family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03164,106,66,98,321,127,186,262,323,570,"fig|536231.75.peg.3319|RIL182_03164   RNA polymerase sigma factor SigV   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03165,358,192,148,831,374,737,771,978,1482,"fig|536231.75.peg.3320|RIL182_03165   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03166,327,210.005,125,537,284,399,911,900,1480,"fig|536231.75.peg.3321|RIL182_03166   Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03167,162,131,49,186,93,220,391,459,586,"fig|536231.75.peg.3322|RIL182_03167   N-acylneuraminate cytidylyltransferase (EC 2.7.7.43)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03168,4157,2702,1869,3921,2166,3371,7107,6897,11170,"fig|536231.75.peg.3323|RIL182_03168   no significant homology.   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3324   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3324   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03169,228,206,65,198,179,138,256,219,377,"fig|536231.75.peg.3325|RIL182_03169   Transcriptional regulator   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03170,1843.018,1640,746,934,594,911.004,536,538,613,"fig|536231.75.peg.3326|RIL182_03170   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03171,68,79,21,12,1,5,31,11,1,"fig|536231.75.peg.3327|RIL182_03171   Integrase/recombinase (XerC/CodV family)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3328   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",20,11,20,2,4,0,0,0,0,"fig|536231.75.peg.3328   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03172,44802.303,38189.496,22961,16109,8789,5846,3976,3741,5649,"fig|536231.75.peg.3329|RIL182_03172   2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03173,14151.941,10731,6231.455,3562,1610,1151,3708,3150,5612,"fig|536231.75.peg.3330|RIL182_03173   2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03174,9047.564,7570,3926,12258,9563,4501,6930,5389,7146,"fig|536231.75.peg.3331|RIL182_03174   Microsomal dipeptidase (EC 3.4.13.19)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03175,11829.942,11045,5545,19720,17320,7993,10163,7991,11917,"fig|536231.75.peg.3332|RIL182_03175   RodA-like protein BA1034   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03177,1137,1098,434,1939,1930,579,30,172,109,"fig|536231.75.peg.3333|RIL182_03177   Transcriptional regulator, PadR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03178,33379.547,21487.509,15648,20147,9940,10120,7220,7768,12792.105,"fig|536231.75.peg.3334|RIL182_03178   Glycogen phosphorylase (EC 2.4.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03180,7124,5510,3156,8123.059,6478,7172,9374,8896,13098,"fig|536231.75.peg.3335|RIL182_03180   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03181,1574.949,955.072,801,2441,1491.357,1697.058,1799.805,1679.995,2573.736,"fig|536231.75.peg.3336|RIL182_03181   Phosphatidic acid phosphatase-like protein SPy1836   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03182,1959.107,1648.928,829,3128,2273.643,2466.361,1487.996,1758.538,2723.201,"fig|536231.75.peg.3337|RIL182_03182   Lipoprotein signal peptidase (EC 3.4.23.36)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03183,100,73,25,63,29,59,136.199,156.467,113.063,"fig|536231.75.peg.3338|RIL182_03183   Helix-turn-helix, AraC type:Response regulator receiver   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03184,17.788,18.27,14.116,14.855,13.872,27.097,0,0,20.222,"fig|536231.75.peg.3339|RIL182_03184   Transposase, IS200 family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03185,575,439,227,664.171,286,740,607,890,1117,"fig|536231.75.peg.3340|RIL182_03185   Polysaccharide deacetylase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03186,1597.756,1414,1112,2564,1738.4,1992,782,668.99,1202,"fig|536231.75.peg.3341|RIL182_03186   Uncharacterized membrane spanning protein, contains VanZ-like domain   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03187,4038.87,3519.192,1469,7709.477,4509.094,4946,4049,4732.01,7169,"fig|536231.75.peg.3342|RIL182_03187   Orotate phosphoribosyltransferase (EC 2.4.2.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03188,922,639,280,4619,2449,2562,1250,1273,1921,"fig|536231.75.peg.3343|RIL182_03188   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03189,364,378,98,1567,1025,1006,226,310,673,"fig|536231.75.peg.3344|RIL182_03189   RNA polymerase ECF-type sigma factor   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03190,1001,1125,493,4044,1989,2184,861,984,1547,"fig|536231.75.peg.3345|RIL182_03190   serine protease inhibitor   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03191,29,50,0,35,44,13,22,8,7,"fig|536231.75.peg.3346|RIL182_03191   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3347   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",7,3,0,2,7,3,6,0,6,"fig|536231.75.peg.3347   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03192,2013.306,1751.946,1051,2608.369,2949.067,1373.653,1476.139,1319,2667.013,"fig|536231.75.peg.3348|RIL182_03192   Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3349   Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)   [Roseburia intestinalis L1-82 | 536231.75]
",425.7,396.23,233,624.784,520.083,184.004,117.825,149.107,273.299,"fig|536231.75.peg.3349   Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03193,17576.658,12127.551,7259,23583.621,23294.631,19175,16526.036,15247.893,23101.687,"fig|536231.75.peg.3350|RIL182_03193   Na+ ABC transporter, NATB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03194,10949.665,7552,4580,15028.143,13928.521,12059,11357,11019,16452,"fig|536231.75.peg.3351|RIL182_03194   Efflux ABC transporter, ATP-binding protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03195,8317.545,7329,2561,11845.542,12874,7157,2965,3748,5949,"fig|536231.75.peg.3352|RIL182_03195   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03196,15796.482,11923,6938,24227.446,22206.12,15810,19310,18260,23915,"fig|536231.75.peg.3353|RIL182_03196   Glycosyltransferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03197,11873.202,9586.046,4545,16585,18953.374,8119,7326,8039,13099,"fig|536231.75.peg.3354|RIL182_03197   UDP-galactopyranose mutase (EC 5.4.99.9)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03198,1738.193,1290,620,2156,1798,1793,1000,995,1880,"fig|536231.75.peg.3355|RIL182_03198   A/G-specific adenine glycosylase (EC 3.2.2.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03199,2464,1783,1226,4328,3286,2451,3777,3083,5751,"fig|536231.75.peg.3356|RIL182_03199   Aspartate aminotransferase (EC 2.6.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03200,72363.499,54507.471,48382,56758.532,56534.525,41453.606,72743,64985,118606.45,"fig|536231.75.peg.3357|RIL182_03200   3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3358   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",1,0,0,5,8,0,0,0,0,"fig|536231.75.peg.3358   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03201,1636,1869,357,729,870,806,189,215,312,"fig|536231.75.peg.3359|RIL182_03201   2-isopropylmalate synthase (EC 2.3.3.13)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03202,2884.149,3444,1334,1042,1417,1016,244,295,534,"fig|536231.75.peg.3360|RIL182_03202   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3361   Putative virion core protein (lumpy skin disease virus)   [Roseburia intestinalis L1-82 | 536231.75]
",19,19,33,30,13,13,0,16,20,"fig|536231.75.peg.3361   Putative virion core protein (lumpy skin disease virus)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03203,3313,2318,1730,5006,2880,3588,5601,5415,10607,"fig|536231.75.peg.3362|RIL182_03203   Pyrroline-5-carboxylate reductase (EC 1.5.1.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03204,6765.737,4491,3058,14146,7111,8367,23478,17319,26761,"fig|536231.75.peg.3363|RIL182_03204   Neopullulanase (EC 3.2.1.135)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03205,2318.011,2861,1884,1000,1038,1154,274,370,770,"fig|536231.75.peg.3364|RIL182_03205   FIG00533050: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03206,7,2,0,13,3,0,0,0,28,"fig|536231.75.peg.3365|RIL182_03206   Stage II sporulation protein required for processing of pro-sigma-E (SpoIIR)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03207,24,32,4,14,17,10,90,63,130,"fig|536231.75.peg.3366|RIL182_03207   Nutrient germinant receptor inner membrane subunit B (GerKB/GerAB/GerBB) / Nutrient germinant receptor hydrophilic subunit C (GerKC/GerAC/GerBC)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03208,23,35,5,8,7,26,116,128,128,"fig|536231.75.peg.3367|RIL182_03208   Nutrient germinant receptor inner membrane subunit A (GerKA/GerAA/GerBA)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03209,2067,1551,553,1860,1360,1624,2754,2528,4244,"fig|536231.75.peg.3368|RIL182_03209   Transcriptional regulator, GntR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03210,10804.778,8683,5799,9309,7195,15025,5672,4517,7645,"fig|536231.75.peg.3369|RIL182_03210   4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03211,10759,9571,5419,101368.135,38320.21,53904,86429,80361,134299,"fig|536231.75.peg.3370|RIL182_03211   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03212,45256.576,29764.188,22920,25508,21217.852,14094,12549,11936,16979,"fig|536231.75.peg.3371|RIL182_03212   Aspartate transaminase (EC 2.6.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03213,63145.868,38911.262,25037,23751.004,25592.528,12166,15766,13326.626,23210,"fig|536231.75.peg.3372|RIL182_03213   Replication-associated recombination protein RarA   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3373   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",31,35,49,23,28,32,14,0,8,"fig|536231.75.peg.3373   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03214,4335.026,3172.023,1964,3071,3094,2000,3613,3372,5905,"fig|536231.75.peg.3374|RIL182_03214   UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03215,6636,5324.349,2710,4831.383,4485,3115,6135,4914,7445,"fig|536231.75.peg.3375|RIL182_03215   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03216,9006,7453.749,4434,258607.765,39465.627,235925.53,112940,94849,148229,"fig|536231.75.peg.3376|RIL182_03216   Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03217,2589.189,1882,1207,3337,2616,2779,2535,2421,3332,"fig|536231.75.peg.3377|RIL182_03217   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03218,8935.013,8156,5339,9143,7771.104,8302,3771,4191,7589,"fig|536231.75.peg.3378|RIL182_03218   O antigen biosynthesis rhamnosyltransferase rfbN (EC 2.4.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03219,32479.934,26995.21,15558,57329.337,49877.843,58364.794,11680,11848,17631,"fig|536231.75.peg.3379|RIL182_03219   Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03220,47743.714,35660.009,22155,71682.62,65448.325,55403,26216,23978,36152,"fig|536231.75.peg.3380|RIL182_03220   Capsular polysaccharide biosynthesis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03221,3945,3181,1801,3484,3389,2961,4372,3969,6507,"fig|536231.75.peg.3381|RIL182_03221   Glycosyl transferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03222,9064.775,6771,4085,7321,7462,6561,11523,11846,19879,"fig|536231.75.peg.3382|RIL182_03222   Glycosyl transferase, group 2 family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03223,28.373,26,23,24,27,7,4,16,25,"fig|536231.75.peg.3383|RIL182_03223   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03224,15202.459,10616.091,5651,13653,11346,10045,11434,12943,18828,"fig|536231.75.peg.3384|RIL182_03224   Glycosyl transferase, group 2 family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03225,16181.177,13559.758,7888,10642,10586,8281,7474,8339,13359,"fig|536231.75.peg.3385|RIL182_03225   UDP-glucose 6-dehydrogenase (EC 1.1.1.22)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03226,1030,740,530,1413,794,2089,2030,1839,3113,"fig|536231.75.peg.3386|RIL182_03226   Metallo-beta-lactamase superfamily   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03227,164695.46,206175.623,118485.617,86448.633,136730.337,99232.73,30068.731,30512.158,52488.092,"fig|536231.75.peg.3387|RIL182_03227   peptidase M56, BlaR1   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03228,121673.71,159431.188,56779.383,41164.315,72453.022,38584.27,7298.269,7686.505,13772.498,"fig|536231.75.peg.3388|RIL182_03228   transcriptional repressor, CopY family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03229,28403.618,17935.13,13104,54466.589,44873.344,45999.021,42444,39781.92,55748,"fig|536231.75.peg.3389|RIL182_03229   Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03230,8112.17,5261.031,2891,25411.391,17839.753,17602,22814,22594,34542,"fig|536231.75.peg.3390|RIL182_03230   GDP-L-fucose synthetase (EC 1.1.1.271)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03231,12629.037,7664.011,4908,39133.922,25080,27939,21703,21220,32141,"fig|536231.75.peg.3391|RIL182_03231   GDP-mannose 4,6-dehydratase (EC 4.2.1.47)   [Roseburia intestinalis L1-82 | 536231.75]
"
