,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,original_tags
RIL182_03200,5302,3813,2911,2517,1944,2208,4204,2216,2310,"fig|536231.75.peg.3357|RIL182_03200   3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3358   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3358   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03201,38,34,27,73,43,0,162,19,51,"fig|536231.75.peg.3359|RIL182_03201   2-isopropylmalate synthase (EC 2.3.3.13)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03202,133,88,76,76,14,58,92,27,67,"fig|536231.75.peg.3360|RIL182_03202   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3361   Putative virion core protein (lumpy skin disease virus)   [Roseburia intestinalis L1-82 | 536231.75]
",0,3,1,0,0,0,0,0,0,"fig|536231.75.peg.3361   Putative virion core protein (lumpy skin disease virus)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03203,606,466,458,130,237,173,230,201,115,"fig|536231.75.peg.3362|RIL182_03203   Pyrroline-5-carboxylate reductase (EC 1.5.1.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03204,2116,1765,1762,1176,1152,1199,807,782,675,"fig|536231.75.peg.3363|RIL182_03204   Neopullulanase (EC 3.2.1.135)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03205,198,107,110,86,38,47,235,203,193,"fig|536231.75.peg.3364|RIL182_03205   FIG00533050: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03206,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3365|RIL182_03206   Stage II sporulation protein required for processing of pro-sigma-E (SpoIIR)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03207,9,2,2,14,18,0,18,53,0,"fig|536231.75.peg.3366|RIL182_03207   Nutrient germinant receptor inner membrane subunit B (GerKB/GerAB/GerBB) / Nutrient germinant receptor hydrophilic subunit C (GerKC/GerAC/GerBC)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03208,5,7,6,19,0,0,0,80,71,"fig|536231.75.peg.3367|RIL182_03208   Nutrient germinant receptor inner membrane subunit A (GerKA/GerAA/GerBA)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03209,411,298,295,482,438,348,376,449,319,"fig|536231.75.peg.3368|RIL182_03209   Transcriptional regulator, GntR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03210,1079,798,571,714,476,502,1103,939,605,"fig|536231.75.peg.3369|RIL182_03210   4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03211,8520,5751,5496,6864,4261,4853,6484,5379,5361,"fig|536231.75.peg.3370|RIL182_03211   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03212,1921,1521,1962,939,729,676,1207,458,528,"fig|536231.75.peg.3371|RIL182_03212   Aspartate transaminase (EC 2.6.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03213,3980,2954,3639,1299,776,571,1497,929,781,"fig|536231.75.peg.3372|RIL182_03213   Replication-associated recombination protein RarA   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3373   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",1,4,2,9,9,0,0,0,0,"fig|536231.75.peg.3373   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03214,377,301,328,376,309,207,873,311,284,"fig|536231.75.peg.3374|RIL182_03214   UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03215,507,376,413,535,377,412,944,290,341,"fig|536231.75.peg.3375|RIL182_03215   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03216,37133,25933.953,31961,19466,11837,10402,46256,13606,16359,"fig|536231.75.peg.3376|RIL182_03216   Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03217,335,237,309,305,248,214,466,174,132,"fig|536231.75.peg.3377|RIL182_03217   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03218,702,525,600,534,331,262,2253,680,375,"fig|536231.75.peg.3378|RIL182_03218   O antigen biosynthesis rhamnosyltransferase rfbN (EC 2.4.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03219,2742,2039,2406,1609,1192,1211,2123,1389,966,"fig|536231.75.peg.3379|RIL182_03219   Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03220,5405,4380,3897,2971,1579,1693,4242,1897,2299,"fig|536231.75.peg.3380|RIL182_03220   Capsular polysaccharide biosynthesis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03221,341,259,342,272,363,283,1010,280,280,"fig|536231.75.peg.3381|RIL182_03221   Glycosyl transferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03222,1144,958,923,1382,1364,1316,2424,943,1119,"fig|536231.75.peg.3382|RIL182_03222   Glycosyl transferase, group 2 family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03223,0,0,4,0,13,0,0,0,0,"fig|536231.75.peg.3383|RIL182_03223   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03224,1554,1309,1368,1764,1469,1300,1704,1370,1032,"fig|536231.75.peg.3384|RIL182_03224   Glycosyl transferase, group 2 family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03225,1298,872,859,978,968,691,1269,832,817,"fig|536231.75.peg.3385|RIL182_03225   UDP-glucose 6-dehydrogenase (EC 1.1.1.22)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03226,113,107,96,45,36,80,63,7,17,"fig|536231.75.peg.3386|RIL182_03226   Metallo-beta-lactamase superfamily   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03227,5462.429,3983.286,4205.263,4678.48,3338.736,2716,17660.99,2769.252,3357.28,"fig|536231.75.peg.3387|RIL182_03227   peptidase M56, BlaR1   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03228,2688.471,1699.57,2014.737,2362.52,1147.264,1168,9548.01,1654.748,1446.72,"fig|536231.75.peg.3388|RIL182_03228   transcriptional repressor, CopY family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03229,7198.1,5459.144,4920,5256,6240,5467,4626,5432,4916,"fig|536231.75.peg.3389|RIL182_03229   Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03230,4428,2944,3351,2773,2867,2294,1388,2588,1669,"fig|536231.75.peg.3390|RIL182_03230   GDP-L-fucose synthetase (EC 1.1.1.271)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03231,6690,4864,4283,2873,3460,3426,1397,2248,2682,"fig|536231.75.peg.3391|RIL182_03231   GDP-mannose 4,6-dehydratase (EC 4.2.1.47)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03232,51,45,37,24,0,39,70,123,15,"fig|536231.75.peg.3392|RIL182_03232   DNA-binding response regulator, AraC family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03233,234,196,153,176,185,135,116,81,74,"fig|536231.75.peg.3393|RIL182_03233   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03234,683,556,619,432,476,370,468,340,212,"fig|536231.75.peg.3394|RIL182_03234   Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03235,176,164,144,164,163,155,116,85,66,"fig|536231.75.peg.3395|RIL182_03235   N-acetylmannosaminyltransferase (EC 2.4.1.187)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03236,97,67,97,47,26,44,73,80,23,"fig|536231.75.peg.3396|RIL182_03236   glycosyltransferase family 23   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03237,532,432,399,450,229,358,272,343,334,"fig|536231.75.peg.3397|RIL182_03237   Phospholipid-lipopolysaccharide ABC transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03238,166,121,155,80,92,66,211,95,82,"fig|536231.75.peg.3398|RIL182_03238   alpha-1,2-fucosyltransferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03239,339,247,270,259,190,153,351,195,131,"fig|536231.75.peg.3399|RIL182_03239   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03240,592,502,499,487,414,321,466,524,400,"fig|536231.75.peg.3400|RIL182_03240   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03241,192,139,135,86,118,64,198,120,135,"fig|536231.75.peg.3401|RIL182_03241   UbiA polyprenyltransferase family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03242,767,624,540,673,496,447,449,424,297,"fig|536231.75.peg.3402|RIL182_03242   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03243,600,450,479,301,200,214,212,284,192,"fig|536231.75.peg.3403|RIL182_03243   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03244,268,201,219,185,198,170,44,99,78,"fig|536231.75.peg.3404|RIL182_03244   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03245,137,124,125,43,62,66,56,57,40,"fig|536231.75.peg.3405|RIL182_03245   Putative inner membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03246,90,83,86,119,50,33,45,67,32,"fig|536231.75.peg.3406|RIL182_03246   Membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03247,181,86,110,169,114,32,312,83,103,"fig|536231.75.peg.3407|RIL182_03247   Galactofuranose transferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03248,193,174,131,147,113,99,112,79,53,"fig|536231.75.peg.3408|RIL182_03248   Polysaccharide biosynthesis protein CpsH(V)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03249,163,129,136,108,100,87,126,39,43,"fig|536231.75.peg.3409|RIL182_03249   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03250,5389,3514,3488,2401,1697,1227,4699,2544,2503,"fig|536231.75.peg.3410|RIL182_03250   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03251,491,305,479,659,252,243,1691,514,643,"fig|536231.75.peg.3411|RIL182_03251   Transglutaminase-like predicted protease domain fused ChW-repeats and cell-adhesion domain   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03252,433,426,447,377,463,464,361,205,495,"fig|536231.75.peg.3412|RIL182_03252   Bactoprenol glucosyl transferase (EC 2.4.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03253,237,214,188,192,250,65,210,164,82,"fig|536231.75.peg.3413|RIL182_03253   Uncharacterized glycosyltransferase YkoT   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03254,69,17,34,18,9,0,153,0,0,"fig|536231.75.peg.3414|RIL182_03254   Teichoic acid glycosylation protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03255,0,0,0,0,0,0,0,3,0,"fig|536231.75.peg.3415|RIL182_03255   Small acid-soluble spore protein, beta-type SASP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03256,420,339,216,559,356,347,160,220,316,"fig|536231.75.peg.3416|RIL182_03256   DJ-1/YajL/PfpI superfamily, includes chaperone protein YajL (former ThiJ), parkinsonism-associated protein DJ-1, peptidases PfpI, Hsp31   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3417   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,13,0,0,0,0,"fig|536231.75.peg.3417   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03257,33,27,24,32,45,29,55,45,1,"fig|536231.75.peg.3418|RIL182_03257   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03258,863,552,610,494,446,329,1785,594,489,"fig|536231.75.peg.3419|RIL182_03258   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03259,403,336,367,438,304,285,1507,271,264,"fig|536231.75.peg.3420|RIL182_03259   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03260,127,72,82,56,33,83,20,24,7,"fig|536231.75.peg.3421|RIL182_03260   FIG01020164: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03261,402,289,243,113,208,119,156,122,43,"fig|536231.75.peg.3422|RIL182_03261   KtrAB potassium uptake system, integral membrane component KtrB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03262,68,40,50,18,24,27,81,90,0,"fig|536231.75.peg.3423|RIL182_03262   KtrAB potassium uptake system, peripheral membrane component KtrA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03263,712,530,522,372,404,276,310,283,177,"fig|536231.75.peg.3424|RIL182_03263   Fe-S oxidoreductase   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3425   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3425   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03264,527,472,498,380,570,365,1726,773,480,"fig|536231.75.peg.3426|RIL182_03264   Cytidylate kinase (EC 2.7.4.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03265,584,531,687,520,553,503,735,562,401,"fig|536231.75.peg.3427|RIL182_03265   Branched-chain amino acid ABC transporter, ATP-binding protein LivF (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03266,440,421,353,152,170,164,783,393,93,"fig|536231.75.peg.3428|RIL182_03266   Branched-chain amino acid ABC transporter, ATP-binding protein LivG (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03267,316,329,302,149,120,138,449,165,264,"fig|536231.75.peg.3429|RIL182_03267   Branched-chain amino acid ABC transporter, permease protein LivM (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03268,362,330,340,114,181,103,82,17,3,"fig|536231.75.peg.3430|RIL182_03268   Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3431   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3431   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03269,756,505,705,438,591,775,511,610,321,"fig|536231.75.peg.3432|RIL182_03269   Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03270,52,41,52,89,50,20,92,32,67,"fig|536231.75.peg.3433|RIL182_03270   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03271,4,0,2,7,0,0,3,0,0,"fig|536231.75.peg.3434|RIL182_03271   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03272,2568.627,2178,2293,2476,1821,1299,3843,1634,1722,"fig|536231.75.peg.3435|RIL182_03272   Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03273,1489,1197,1311,810,812,615,964,782,572,"fig|536231.75.peg.3436|RIL182_03273   Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03274,2216,1714,1983,1617,1268,954,2697,1193,969,"fig|536231.75.peg.3437|RIL182_03274   Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03275,1092,775,991,1073,525,475,1516,901,608,"fig|536231.75.peg.3438|RIL182_03275   Oligopeptide ABC transporter, permease protein OppB (TC 3.A.1.5.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3439   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",12,0,0,7,0,0,4,0,0,"fig|536231.75.peg.3439   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03276,13791.021,8910,9802,6724,6858,5625,11449,7331,4335,"fig|536231.75.peg.3440|RIL182_03276   Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03277,12,2,11,5,0,16,6,0,15,"fig|536231.75.peg.3441|RIL182_03277   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03278,547,402,337,226,285,159,277,258,201,"fig|536231.75.peg.3442|RIL182_03278   Methyl-accepting chemotaxis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03279,1831,1341,1704,2683,2906,2007,2791.078,2143,1681,"fig|536231.75.peg.3443|RIL182_03279   Methyl-accepting chemotaxis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03281,86,64,48,38,58,53,235,124,92,"fig|536231.75.peg.3444|RIL182_03281   ATPase component NikO of energizing module of nickel ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03282,50,50,60,53,12,67,208,87,23,"fig|536231.75.peg.3445|RIL182_03282   Transmembrane component NikQ of energizing module of nickel ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03283,471,398,333,469,247,196,1468,235,269,"fig|536231.75.peg.3446|RIL182_03283   Substrate-specific component NikM of nickel ECF transporter / Additional substrate-specific component NikN of nickel ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03284,15,29,8,16,1,0,73,19,40,"fig|536231.75.peg.3447|RIL182_03284   dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03291,55,25,22,9,35,31,54,53,22,"fig|536231.75.peg.3448|RIL182_03291   FIG009886: phosphoesterase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03292,63,57,52,73,19,39,39,32,29,"fig|536231.75.peg.3449|RIL182_03292   Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03293,162,81,158,242,108,178,172,115,51,"fig|536231.75.peg.3450|RIL182_03293   N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03294,456,379,384,356,201,304,409,272,278,"fig|536231.75.peg.3451|RIL182_03294   Cell surface protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03295,660,527,398,339,200,214,221,234,179,"fig|536231.75.peg.3452|RIL182_03295   23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03296,0,0,6,0,0,0,0,0,0,"fig|536231.75.peg.3453|RIL182_03296   Rhodanese-related sulfurtransferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03297,102,39,80,92,36,114,156,76,33,"fig|536231.75.peg.3454|RIL182_03297   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03298,1595,1037,1268,1528,687,840,3963,1165,1132,"fig|536231.75.peg.3455|RIL182_03298   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03299,913,645,665,1002,546,465,951,525,794,"fig|536231.75.peg.3456|RIL182_03299   Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03316,97,48,92,88,56,67,530,50,61,"fig|536231.75.peg.3458|RIL182_03316   2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03317,785,509,652,767,626,370,2346,592,795,"fig|536231.75.peg.3459|RIL182_03317   N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03318,293,205,263,703,299,403,2672,415,531,"fig|536231.75.peg.3460|RIL182_03318   FIG00645371: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03319,366,255,285,181,250,156,894,121,220,"fig|536231.75.peg.3461|RIL182_03319   Ribonuclease Z (EC 3.1.26.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03320,9,6,0,0,0,0,44,11,0,"fig|536231.75.peg.3462|RIL182_03320   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03321,342,274,306,339,182,200,821,232,268.778,"fig|536231.75.peg.3463|RIL182_03321   Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03322,499.076,319.117,328,296.327,146,149,2315.512,243.309,296.295,"fig|536231.75.peg.3464|RIL182_03322   tRNA threonylcarbamoyladenosine biosynthesis protein TsaB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03323,149.924,157.883,130,162.673,117,69,371.488,55.691,76.928,"fig|536231.75.peg.3465|RIL182_03323   tRNA threonylcarbamoyladenosine biosynthesis protein TsaE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03324,191,148,131,68,34,41,244,64,69,"fig|536231.75.peg.3466|RIL182_03324   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3467   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",2,0,1,0,0,0,0,0,0,"fig|536231.75.peg.3467   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03325,616,358,322,291,247,234,11941,306,604,"fig|536231.75.peg.3468|RIL182_03325   Substrate-specific component RibU of riboflavin ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3469   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3469   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03326,1094,898,995,1332,1340,1320,1160,1461,1200,"fig|536231.75.peg.3470|RIL182_03326   Transcription accessory protein (S1 RNA-binding domain)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03327,73,44,46,20,24,8,21,0,0,"fig|536231.75.peg.3471|RIL182_03327   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03328,12,8,16,8,14,1,14,0,26,"fig|536231.75.peg.3472|RIL182_03328   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03329,92,55,49,61,68,19,94,14,27,"fig|536231.75.peg.3473|RIL182_03329   Integral membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03330,51,45,33,13,32,32,35,0,6,"fig|536231.75.peg.3474|RIL182_03330   Uracil permease   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03331,83,67.298,66.608,194,134,107,71,94,105,"fig|536231.75.peg.3475|RIL182_03331   Integral membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03332,34,40.702,19.392,28,20,39,19,10,12,"fig|536231.75.peg.3476|RIL182_03332   Response regulator of the LytR/AlgR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03333,4065.069,3102,2271,2457,1787,2018,1960,1850,2056,"fig|536231.75.peg.3477|RIL182_03333   Iron-sulfur cluster carrier protein, CA_C2982 type   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03334,3212,2349,1896,985,939,1201,1521,920,895,"fig|536231.75.peg.3478|RIL182_03334   S-methyl-5-thioribose-1-phosphate isomerase (EC 5.3.1.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03335,101,52,64,87,25,68,131,31,42,"fig|536231.75.peg.3479|RIL182_03335   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03336,1053,955,947,1051,842,733,1668,624,835,"fig|536231.75.peg.3480|RIL182_03336   Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03337,647.586,508,517,461,499,448,918,670,570,"fig|536231.75.peg.3481|RIL182_03337   Alanyl-tRNA synthetase family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03338,32.414,25,22,26,0,14,39,0,27,"fig|536231.75.peg.3482|RIL182_03338   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3483   Ferredoxin   [Roseburia intestinalis L1-82 | 536231.75]
",3,1,0,0,0,0,0,0,7,"fig|536231.75.peg.3483   Ferredoxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03339,102,67,59,125,61,10,1170,284,119,"fig|536231.75.peg.3484|RIL182_03339   Chorismate mutase I (EC 5.4.99.5) / Shikimate kinase I (EC 2.7.1.71)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3485   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3485   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03340,21,26,25,9,0,39,59,14,20,"fig|536231.75.peg.3486|RIL182_03340   TRAP-type transport system, periplasmic component, predicted N-acetylneuraminate-binding protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03341,50,34,31,17,12,0,25,25,0,"fig|536231.75.peg.3487|RIL182_03341   TRAP-type C4-dicarboxylate transport system, large permease component   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03342,3,0,2,4,0,0,22,0,0,"fig|536231.75.peg.3488|RIL182_03342   TRAP-type C4-dicarboxylate transport system, small permease component   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3489   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3489   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03343,108,95,95,85,16,72,100,58,58,"fig|536231.75.peg.3490|RIL182_03343   3-dehydroquinate dehydratase I (EC 4.2.1.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03344,198,161,139,161,55,64,124,54,52,"fig|536231.75.peg.3491|RIL182_03344   Potassium efflux system KefA protein / Small-conductance mechanosensitive channel   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03345,14,6,16,0,6,12,7,0,0,"fig|536231.75.peg.3492|RIL182_03345   Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03346,25,16,13,8,0,0,11,13,39,"fig|536231.75.peg.3493|RIL182_03346   Transcriptional regulator, LysR family   [Roseburia intestinalis L1-82 | 536231.75]
"
